 ,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Year
287,234,Jordan Hawkins,21,NOP,SG,67,10,17.3,2.6,6.8,.382,1.6,4.4,.366,1.0,2.4,.411,.501,1.0,1.2,.838,0.4,1.8,2.2,1.0,0.3,0.1,0.6,1.1,7.8,,2024
288,235,Royce O'Neale,30,2TM,SF,79,14,24.7,2.7,6.8,.397,2.0,5.3,.370,0.7,1.5,.496,.542,0.3,0.4,.686,0.8,4.0,4.8,2.8,0.7,0.6,0.9,2.2,7.7,,2024
289,235,Royce O'Neale,30,BRK,SF,49,6,24.5,2.6,6.6,.388,2.0,5.4,.366,0.6,1.2,.483,.537,0.3,0.4,.682,0.8,3.7,4.5,2.8,0.7,0.6,1.0,2.4,7.4,,2024
290,235,Royce O'Neale,30,PHO,SF,30,8,25.1,2.9,7.1,.411,2.0,5.2,.376,1.0,1.9,.509,.549,0.3,0.4,.692,0.7,4.5,5.2,2.7,0.9,0.5,0.7,1.8,8.1,,2024
291,236,RaiQuan Gray,24,SAS,PF,3,0,13.0,3.3,5.7,.588,1.0,2.3,.429,2.3,3.3,.700,.676,0.0,0.0,,0.7,1.7,2.3,2.0,0.3,0.3,0.3,0.0,7.7,,2024
292,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2024
293,237,Nikola Jović,20,MIA,PF,46,38,19.5,2.8,6.1,.452,1.4,3.5,.399,1.3,2.6,.525,.568,0.7,1.0,.702,0.5,3.6,4.2,2.0,0.5,0.3,0.9,1.8,7.7,,2024
294,238,Precious Achiuwa,24,2TM,PF,74,18,21.9,3.2,6.3,.501,0.4,1.3,.268,2.8,5.0,.562,.529,0.9,1.5,.616,2.6,4.0,6.6,1.3,0.6,0.9,1.1,1.9,7.6,,2024
295,238,Precious Achiuwa,24,TOR,C,25,0,17.5,3.1,6.8,.459,0.5,1.9,.277,2.6,4.9,.528,.497,1.0,1.7,.571,2.0,3.4,5.4,1.8,0.6,0.5,1.2,1.6,7.7,,2024
296,238,Precious Achiuwa,24,NYK,PF,49,18,24.2,3.2,6.1,.525,0.3,1.0,.260,2.9,5.1,.578,.547,0.9,1.4,.643,2.9,4.3,7.2,1.1,0.6,1.1,1.1,2.1,7.6,,2024
297,239,Toumani Camara,23,POR,PF,70,49,24.8,2.8,6.3,.450,0.8,2.5,.337,2.0,3.8,.523,.516,1.1,1.4,.758,2.0,2.9,4.9,1.2,0.9,0.5,1.2,2.5,7.5,,2024
298,240,Cody Martin,28,CHO,SF,28,22,26.9,2.9,7.7,.381,1.0,3.1,.314,2.0,4.6,.426,.444,0.7,1.2,.606,0.7,3.2,3.9,3.7,1.1,0.6,1.6,1.7,7.5,,2024
299,241,Brice Sensabaugh,20,UTA,SF,32,11,18.3,2.7,6.8,.390,1.1,3.6,.296,1.6,3.2,.495,.468,1.2,1.3,.902,0.5,2.7,3.2,1.7,0.4,0.2,1.5,1.3,7.5,,2024
300,242,Cameron Payne,29,2TM,PG,78,10,16.7,2.7,6.2,.432,1.3,3.4,.390,1.3,2.7,.486,.541,0.7,0.9,.866,0.3,1.2,1.5,2.6,0.5,0.1,0.8,1.6,7.4,,2024
301,242,Cameron Payne,29,MIL,PG,47,2,14.9,2.1,4.7,.455,1.1,2.8,.397,1.0,1.9,.538,.572,0.8,0.9,.841,0.1,1.2,1.3,2.3,0.5,0.1,0.7,1.6,6.2,,2024
302,242,Cameron Payne,29,PHI,PG,31,8,19.4,3.5,8.4,.413,1.7,4.4,.382,1.8,4.0,.447,.514,0.7,0.7,.913,0.5,1.3,1.8,3.1,0.6,0.3,1.1,1.7,9.3,,2024
303,243,Christian Braun,22,DEN,SG,82,4,20.2,2.7,5.9,.460,0.8,2.0,.384,1.9,3.9,.498,.525,1.1,1.6,.694,1.0,2.8,3.7,1.6,0.5,0.4,0.7,1.7,7.3,,2024
304,244,Jaden Hardy,21,DAL,SG,73,7,13.5,2.7,6.6,.407,1.1,3.1,.362,1.6,3.5,.447,.492,0.8,1.0,.776,0.3,1.5,1.8,1.5,0.3,0.1,0.8,1.1,7.3,,2024
305,245,Taylor Hendricks,20,UTA,PF,40,23,21.4,2.7,6.0,.450,1.3,3.5,.379,1.4,2.5,.550,.560,0.6,0.7,.793,1.2,3.5,4.6,0.8,0.7,0.8,0.7,1.9,7.3,,2024
306,246,Paul Reed,24,PHI,C,82,24,19.4,3.2,5.9,.540,0.3,0.7,.368,2.9,5.2,.563,.561,0.7,1.0,.718,2.4,3.6,6.0,1.3,0.8,1.0,0.8,2.4,7.3,,2024
307,247,Lamar Stevens,26,2TM,PF,38,3,14.7,2.8,6.3,.450,0.4,1.2,.304,2.5,5.1,.485,.479,1.1,1.4,.778,0.9,2.4,3.3,0.7,0.6,0.6,0.6,1.2,7.2,,2024
308,247,Lamar Stevens,26,BOS,PF,19,1,6.4,1.1,2.4,.467,0.2,0.4,.375,0.9,1.9,.486,.500,0.4,0.6,.727,0.6,1.0,1.6,0.4,0.3,0.3,0.5,0.7,2.8,,2024
309,247,Lamar Stevens,26,MEM,PF,19,2,23.0,4.6,10.3,.446,0.6,2.0,.289,4.0,8.3,.484,.474,1.8,2.3,.791,1.3,3.8,5.1,1.1,0.9,0.9,0.8,1.6,11.5,,2024
310,248,Johnny Juzang,22,UTA,SG,20,5,18.6,2.6,5.5,.464,1.6,3.9,.416,1.0,1.7,.576,.609,0.5,0.7,.714,0.4,1.5,1.8,1.2,0.2,0.1,0.7,1.5,7.2,,2024
311,249,Kevin Knox,24,DET,SF,31,11,18.1,2.8,6.0,.462,1.0,3.0,.330,1.8,3.0,.598,.546,0.6,0.7,.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2,,2024
312,250,Trey Lyles,28,SAC,PF,58,0,20.0,2.5,5.5,.445,1.4,3.8,.384,1.0,1.8,.578,.576,0.8,1.2,.700,1.1,3.4,4.4,1.2,0.3,0.3,0.7,1.5,7.2,,2024
313,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2024
314,251,Jose Alvarado,25,NOP,PG,56,0,18.4,2.5,6.2,.412,1.4,3.7,.377,1.1,2.5,.464,.525,0.6,0.9,.673,0.4,1.8,2.3,2.1,1.1,0.3,0.7,1.6,7.1,6MOY-6,2024
315,252,Naji Marshall,26,NOP,SF,66,1,19.0,2.6,5.6,.463,0.9,2.3,.387,1.7,3.3,.516,.542,1.0,1.3,.791,0.8,2.8,3.6,1.9,0.7,0.2,1.0,1.4,7.1,,2024
316,253,Landry Shamet,26,WAS,SG,46,5,15.8,2.6,6.0,.431,1.2,3.4,.338,1.4,2.5,.556,.527,0.8,1.0,.826,0.3,1.0,1.3,1.2,0.5,0.2,0.7,1.7,7.1,,2024
317,254,James Wiseman,22,DET,C,63,6,17.3,3.0,4.8,.613,0.0,0.0,.000,3.0,4.8,.617,.613,1.1,1.6,.706,1.7,3.6,5.3,0.9,0.2,0.6,1.0,2.2,7.1,,2024
318,255,Vasilije Micić,30,2TM,PG,60,21,19.6,2.7,6.2,.430,0.7,2.6,.279,1.9,3.6,.537,.488,1.0,1.3,.813,0.2,1.2,1.5,4.4,0.5,0.1,1.7,1.1,7.0,,2024
319,255,Vasilije Micić,30,OKC,PG,30,0,12.0,1.2,3.0,.407,0.4,1.5,.244,0.9,1.5,.565,.467,0.5,0.6,.737,0.0,0.8,0.8,2.5,0.3,0.1,1.0,0.7,3.3,,2024
320,255,Vasilije Micić,30,CHO,PG,30,21,27.2,4.1,9.3,.437,1.1,3.6,.294,3.0,5.7,.529,.495,1.6,1.9,.839,0.4,1.7,2.1,6.2,0.7,0.1,2.3,1.5,10.8,,2024
321,256,Jordan Nwora,25,2TM,SF,52,1,13.7,2.7,5.8,.462,0.8,2.5,.336,1.8,3.2,.560,.535,0.8,1.0,.830,0.5,2.3,2.9,1.2,0.5,0.3,1.0,0.9,7.0,,2024
322,256,Jordan Nwora,25,IND,SF,18,0,10.2,2.1,4.6,.451,0.6,2.0,.306,1.4,2.6,.565,.518,0.5,0.6,.818,0.4,1.4,1.8,1.0,0.3,0.1,0.7,1.1,5.2,,2024
323,256,Jordan Nwora,25,TOR,SF,34,1,15.6,3.0,6.4,.465,1.0,2.8,.347,2.0,3.6,.557,.541,1.0,1.2,.833,0.6,2.8,3.4,1.3,0.6,0.4,1.2,0.9,7.9,,2024
324,257,Quentin Grimes,23,2TM,SG,51,18,20.1,2.4,6.4,.372,1.6,4.7,.338,0.8,1.7,.466,.495,0.7,0.9,.756,0.3,1.7,2.0,1.3,0.7,0.1,0.5,1.5,7.0,,2024
325,257,Quentin Grimes,23,NYK,SG,45,18,20.2,2.5,6.4,.395,1.7,4.7,.363,0.8,1.6,.486,.530,0.5,0.8,.706,0.3,1.6,2.0,1.2,0.7,0.1,0.5,1.5,7.3,,2024
326,257,Quentin Grimes,23,DET,SG,6,0,19.2,1.5,7.0,.214,0.7,4.7,.143,0.8,2.3,.357,.262,1.7,1.8,.909,0.2,1.8,2.0,2.3,0.8,0.7,1.2,1.5,5.3,,2024
327,258,Javon Freeman-Liberty,24,TOR,PG,22,6,18.3,2.5,5.6,.444,0.5,1.9,.238,2.0,3.7,.549,.484,1.5,1.6,.917,0.7,2.5,3.2,1.8,0.5,0.2,1.1,1.3,7.0,,2024
328,259,Evan Fournier,31,2TM,SG,32,0,18.1,2.5,6.9,.357,1.0,4.1,.254,1.4,2.8,.505,.432,0.9,1.1,.806,0.2,1.7,1.8,1.5,0.9,0.2,0.7,1.5,6.9,,2024
329,259,Evan Fournier,31,NYK,SG,3,0,13.0,1.3,6.7,.200,0.7,5.0,.133,0.7,1.7,.400,.250,0.7,0.7,1.000,0.0,1.3,1.3,1.0,1.3,0.0,0.3,1.3,4.0,,2024
330,259,Evan Fournier,31,DET,SG,29,0,18.7,2.6,6.9,.373,1.1,4.0,.270,1.5,3.0,.512,.450,0.9,1.2,.794,0.2,1.7,1.9,1.6,0.9,0.2,0.7,1.5,7.2,,2024
331,260,Gary Harris,29,ORL,SG,54,27,24.0,2.4,5.5,.441,1.4,3.8,.371,1.0,1.7,.598,.569,0.6,0.8,.756,0.4,1.2,1.7,1.6,0.9,0.3,0.6,1.7,6.9,,2024
332,261,Killian Hayes,22,DET,PG,42,31,24.0,2.8,6.7,.413,0.5,1.8,.297,2.3,5.0,.455,.452,0.8,1.2,.660,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9,,2024
333,262,Bones Hyland,23,LAC,PG,37,5,14.6,2.6,6.8,.386,1.2,3.6,.326,1.4,3.1,.457,.474,0.5,0.6,.783,0.1,1.4,1.5,2.5,0.7,0.1,1.2,1.4,6.9,,2024
334,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2024
335,263,Mãozinha Pereira,23,MEM,SF,7,1,17.4,2.6,5.0,.514,0.7,1.9,.385,1.9,3.1,.591,.586,1.0,1.4,.700,1.6,3.7,5.3,0.3,0.9,0.6,0.7,1.4,6.9,,2024
336,264,Trendon Watford,23,BRK,PF,63,2,13.6,2.6,4.9,.527,0.4,1.1,.397,2.2,3.9,.564,.571,1.2,1.5,.794,0.8,2.3,3.1,1.3,0.4,0.3,1.0,1.7,6.9,,2024
337,265,Aaron Wiggins,25,OKC,SG,78,4,15.7,2.7,4.8,.562,0.8,1.6,.492,1.9,3.2,.598,.645,0.7,0.9,.789,0.8,1.6,2.4,1.1,0.7,0.2,0.7,1.2,6.9,,2024
338,266,Christian Wood,28,LAL,PF,50,1,17.4,2.5,5.3,.466,0.7,2.3,.307,1.8,3.0,.587,.532,1.3,1.9,.702,0.8,4.3,5.1,1.0,0.3,0.7,1.0,1.4,6.9,,2024
339,267,Trey Jemison,24,2TM,C,25,14,22.9,3.0,5.4,.551,0.0,0.0,,3.0,5.4,.551,.551,0.8,1.0,.840,2.6,2.8,5.4,1.1,0.5,1.1,1.4,2.8,6.8,,2024
340,267,Trey Jemison,24,WAS,C,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,,2024
341,267,Trey Jemison,24,MEM,C,23,14,24.9,3.3,5.9,.551,0.0,0.0,,3.3,5.9,.551,.551,0.9,1.1,.840,2.8,3.0,5.8,1.2,0.5,1.2,1.4,3.0,7.4,,2024
342,268,Julian Champagnie,22,SAS,SF,74,59,19.8,2.2,5.4,.408,1.4,3.7,.365,0.9,1.7,.504,.534,1.0,1.2,.815,0.6,2.2,2.8,1.4,0.6,0.6,0.8,1.0,6.8,,2024
343,269,Jonathan Isaac,26,ORL,PF,58,2,15.8,2.5,4.9,.510,0.7,1.9,.375,1.8,3.0,.598,.584,1.0,1.4,.720,1.3,3.2,4.5,0.5,0.7,1.2,0.5,1.1,6.8,6MOY-9,2024
344,270,Cedi Osman,28,SAS,SF,72,3,17.6,2.6,5.3,.479,1.2,3.1,.389,1.4,2.3,.601,.591,0.5,0.7,.673,0.3,2.2,2.5,1.7,0.5,0.2,0.7,1.5,6.8,,2024
345,271,Day'Ron Sharpe,22,BRK,C,61,1,15.1,2.8,4.8,.571,0.1,0.2,.267,2.7,4.6,.588,.578,1.2,2.0,.610,2.6,3.7,6.4,1.4,0.4,0.7,1.1,2.1,6.8,,2024
346,272,Cason Wallace,20,OKC,SG,82,13,20.6,2.6,5.4,.491,1.2,2.9,.419,1.5,2.5,.572,.602,0.4,0.5,.784,0.6,1.6,2.3,1.5,0.9,0.5,0.5,1.6,6.8,,2024
347,273,Robert Williams,26,POR,C,6,0,19.8,2.8,4.3,.654,0.0,0.0,,2.8,4.3,.654,.654,1.2,1.5,.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8,,2024
348,274,Dāvis Bertāns,31,2TM,PF,43,1,15.7,2.1,5.4,.393,1.8,4.7,.380,0.4,0.8,.471,.556,0.7,0.8,.909,0.2,1.2,1.4,0.8,0.6,0.3,0.4,1.3,6.7,,2024
349,274,Dāvis Bertāns,31,OKC,PF,15,0,6.1,0.7,1.7,.385,0.7,1.6,.417,0.0,0.1,.000,.577,0.9,1.0,.933,0.1,0.5,0.7,0.6,0.2,0.2,0.1,0.7,2.9,,2024
350,274,Dāvis Bertāns,31,CHO,PF,28,1,20.8,2.9,7.4,.394,2.4,6.3,.375,0.6,1.1,.500,.553,0.6,0.6,.889,0.3,1.6,1.8,0.9,0.8,0.3,0.6,1.6,8.8,,2024
351,275,Jahmi'us Ramsey,22,TOR,SG,7,1,17.3,2.6,5.9,.439,0.9,3.1,.273,1.7,2.7,.632,.512,0.7,0.9,.833,0.6,2.6,3.1,1.1,1.0,0.0,1.0,1.4,6.7,,2024
352,276,Peyton Watson,21,DEN,SF,80,4,18.6,2.6,5.6,.465,0.6,1.9,.296,2.0,3.7,.553,.516,0.9,1.3,.670,0.7,2.5,3.2,1.1,0.5,1.1,0.7,1.8,6.7,,2024
353,277,Amir Coffey,26,LAC,SF,70,13,20.9,2.4,5.0,.472,1.0,2.6,.380,1.4,2.4,.571,.571,0.9,1.0,.859,0.4,1.7,2.1,1.1,0.6,0.2,0.5,1.5,6.6,,2024
354,278,Aaron Holiday,27,HOU,PG,78,1,16.3,2.4,5.3,.446,1.1,2.8,.387,1.3,2.6,.510,.547,0.7,0.8,.921,0.3,1.3,1.6,1.8,0.5,0.1,0.7,1.6,6.6,,2024
355,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2024
356,279,Dennis Smith Jr.,26,BRK,PG,56,2,18.9,2.6,6.0,.435,0.6,1.9,.294,2.1,4.1,.502,.482,0.8,1.0,.741,0.9,2.0,2.9,3.6,1.2,0.2,1.2,2.2,6.6,,2024
357,280,Chimezie Metu,26,2TM,C,51,12,16.8,2.4,4.8,.504,0.5,1.8,.298,1.9,2.9,.633,.561,1.1,1.3,.906,0.8,3.0,3.8,0.9,0.8,0.3,1.0,1.4,6.5,,2024
358,280,Chimezie Metu,26,PHO,C,37,5,12.1,1.8,3.5,.508,0.4,1.4,.294,1.4,2.1,.646,.565,1.0,1.2,.884,0.6,2.3,3.0,0.5,0.5,0.2,0.7,1.1,5.0,,2024
359,280,Chimezie Metu,26,DET,C,14,7,29.4,4.1,8.1,.500,0.9,3.1,.302,3.1,5.1,.620,.557,1.4,1.5,.952,1.2,4.8,6.0,1.9,1.7,0.5,1.8,2.3,10.5,,2024
360,281,Jordan Goodwin,25,2TM,PG,57,12,18.5,2.5,6.7,.369,0.7,2.5,.298,1.7,4.2,.411,.424,0.8,1.0,.746,1.5,2.9,4.4,2.7,0.8,0.3,1.0,1.3,6.5,,2024
361,281,Jordan Goodwin,25,PHO,PG,40,0,14.0,1.9,4.8,.389,0.6,2.0,.288,1.3,2.8,.460,.448,0.6,0.7,.862,1.0,1.9,2.9,2.0,0.6,0.2,0.7,1.1,5.0,,2024
362,281,Jordan Goodwin,25,MEM,PG,17,12,29.2,3.9,11.1,.349,1.1,3.6,.311,2.8,7.5,.367,.399,1.1,1.8,.633,2.8,5.2,8.0,4.5,1.5,0.5,1.6,1.9,10.0,,2024
363,282,David Roddy,22,2TM,PF,65,13,18.1,2.5,6.3,.403,0.7,2.5,.293,1.8,3.8,.478,.462,0.7,1.0,.691,0.8,2.4,3.2,1.2,0.4,0.2,0.9,1.1,6.5,,2024
364,282,David Roddy,22,MEM,PF,48,13,23.2,3.2,8.0,.402,1.0,3.3,.301,2.3,4.8,.470,.462,1.0,1.4,.687,1.1,3.1,4.2,1.6,0.5,0.2,1.1,1.4,8.4,,2024
365,282,David Roddy,22,PHO,PF,17,0,3.7,0.6,1.4,.435,0.1,0.5,.125,0.5,0.9,.600,.457,0.1,0.1,1.000,0.1,0.5,0.6,0.2,0.1,0.0,0.2,0.2,1.3,,2024
366,283,David Duke Jr.,24,SAS,SG,4,0,12.8,2.5,4.5,.556,0.8,1.5,.500,1.8,3.0,.583,.639,0.8,0.8,1.000,0.5,2.0,2.5,1.3,0.5,0.0,0.8,1.0,6.5,,2024
367,284,Jeff Green,37,HOU,PF,78,6,16.8,2.1,4.7,.456,0.7,2.1,.331,1.5,2.6,.553,.529,1.6,1.9,.819,0.6,1.7,2.3,0.9,0.2,0.4,0.6,1.3,6.5,,2024
368,285,Isaiah Jackson,22,IND,C,59,3,13.1,2.6,3.9,.665,0.0,0.1,.000,2.6,3.9,.677,.665,1.2,1.7,.716,1.6,2.4,4.0,0.8,0.6,1.0,0.7,2.3,6.5,,2024
369,286,Marcus Morris,34,2TM,PF,49,7,16.7,2.4,5.4,.439,1.0,2.4,.403,1.4,3.0,.469,.530,0.7,0.9,.818,0.5,2.3,2.7,0.7,0.3,0.3,0.6,1.5,6.4,,2024
370,286,Marcus Morris,34,PHI,PF,37,7,17.2,2.4,5.5,.439,1.0,2.4,.400,1.5,3.1,.470,.527,0.8,1.0,.861,0.5,2.5,2.9,0.7,0.4,0.3,0.5,1.6,6.7,,2024
371,286,Marcus Morris,34,CLE,PF,12,0,15.0,2.2,4.9,.441,1.0,2.4,.414,1.2,2.5,.467,.542,0.4,0.7,.625,0.4,1.7,2.1,0.8,0.2,0.2,0.9,1.1,5.8,,2024
372,287,Kyle Anderson,30,MIN,PF,79,10,22.6,2.5,5.5,.460,0.1,0.6,.229,2.4,4.9,.488,.472,1.2,1.7,.708,0.8,2.7,3.5,4.2,0.9,0.6,1.2,1.6,6.4,,2024
373,288,Chris Boucher,31,TOR,PF,50,0,14.1,2.2,4.3,.507,0.6,1.9,.330,1.6,2.5,.642,.578,1.4,1.8,.772,1.2,2.9,4.1,0.5,0.3,0.5,0.6,1.4,6.4,,2024
374,289,Jared Butler,23,WAS,SG,40,0,14.2,2.5,5.0,.488,0.6,2.0,.308,1.9,3.1,.602,.547,0.8,0.9,.861,0.2,1.2,1.5,3.2,0.7,0.2,1.3,1.5,6.3,,2024
375,290,Bruno Fernando,25,ATL,C,45,2,15.2,2.4,4.2,.583,0.0,0.1,.000,2.4,4.1,.596,.583,1.4,2.1,.667,1.3,3.0,4.3,1.0,0.6,0.6,1.0,2.4,6.3,,2024
376,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2024
377,291,Daniel Theis,31,2TM,C,60,3,16.9,2.6,4.9,.532,0.4,1.2,.366,2.2,3.7,.586,.577,0.6,0.8,.760,1.4,2.7,4.1,1.0,0.4,0.9,0.7,2.1,6.3,,2024
378,291,Daniel Theis,31,IND,C,1,0,8.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,2024
379,291,Daniel Theis,31,LAC,C,59,3,17.1,2.6,4.9,.536,0.4,1.2,.371,2.2,3.7,.589,.581,0.6,0.8,.760,1.4,2.7,4.1,1.0,0.4,0.9,0.7,2.1,6.3,,2024
380,292,Jaylen Nowell,24,2TM,SG,13,1,16.5,2.6,6.0,.436,0.5,2.2,.207,2.2,3.8,.571,.474,0.5,0.7,.778,0.5,1.4,1.8,1.5,0.3,0.2,0.5,1.2,6.2,,2024
381,292,Jaylen Nowell,24,MEM,SG,9,1,17.3,2.4,6.1,.400,0.4,2.6,.174,2.0,3.6,.563,.436,0.3,0.3,1.000,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7,,2024
382,292,Jaylen Nowell,24,DET,SG,4,0,14.5,3.0,5.8,.522,0.5,1.5,.333,2.5,4.3,.588,.565,1.0,1.5,.667,0.8,1.8,2.5,0.8,0.3,0.5,0.5,0.5,7.5,,2024
383,293,Patrick Beverley,35,2TM,PG,73,13,20.0,2.2,5.2,.417,0.8,2.5,.337,1.3,2.7,.490,.497,1.0,1.2,.822,0.7,2.6,3.3,2.9,0.6,0.4,0.9,1.8,6.2,,2024
384,293,Patrick Beverley,35,PHI,PG,47,5,19.6,2.2,5.1,.432,0.7,2.3,.321,1.5,2.8,.523,.504,1.1,1.3,.810,0.6,2.4,3.1,3.1,0.5,0.4,1.0,1.8,6.3,,2024
385,293,Patrick Beverley,35,MIL,PG,26,8,20.9,2.1,5.3,.391,1.0,2.8,.361,1.1,2.5,.424,.486,0.9,1.0,.852,0.7,2.9,3.6,2.6,0.7,0.5,0.6,1.7,6.0,,2024
386,294,Jae Crowder,33,MIL,PF,50,25,23.1,2.3,5.4,.422,1.2,3.3,.349,1.1,2.1,.538,.530,0.5,0.7,.722,0.6,2.6,3.2,1.3,0.8,0.2,0.5,1.5,6.2,,2024
387,295,Keon Johnson,21,BRK,SG,5,0,12.2,1.6,4.2,.381,0.8,2.0,.400,0.8,2.2,.364,.476,2.2,2.4,.917,0.6,0.8,1.4,0.6,0.6,0.2,1.0,1.0,6.2,,2024
388,296,Haywood Highsmith,27,MIA,PF,66,26,20.7,2.3,5.0,.465,1.2,2.9,.396,1.2,2.1,.562,.581,0.3,0.5,.639,1.0,2.2,3.2,1.1,0.8,0.5,0.5,1.8,6.1,,2024
389,297,Vit Krejci,23,ATL,PG,22,14,24.6,2.3,4.7,.490,1.3,3.1,.412,1.0,1.6,.639,.625,0.2,0.3,.833,0.5,1.9,2.4,2.3,0.6,0.3,0.9,2.2,6.1,,2024
390,298,Kris Murray,23,POR,SF,62,29,21.7,2.3,5.9,.396,0.8,3.0,.268,1.5,3.0,.525,.463,0.6,0.9,.661,1.4,2.2,3.6,1.3,0.9,0.3,0.9,1.5,6.1,,2024
391,299,Ben Simmons,27,BRK,PG,15,12,23.9,2.9,4.9,.581,0.0,0.0,,2.9,4.9,.581,.581,0.4,1.0,.400,2.1,5.9,7.9,5.7,0.8,0.6,1.8,2.4,6.1,,2024
392,300,Zavier Simpson,26,MEM,PG,7,0,23.0,2.4,7.7,.315,0.7,2.4,.294,1.7,5.3,.324,.361,0.4,0.6,.750,0.6,2.3,2.9,3.6,1.0,0.4,1.4,1.6,6.0,,2024
393,301,Tosan Evbuomwan,22,2TM,SF,17,8,21.6,2.1,4.2,.507,0.7,1.9,.375,1.4,2.3,.615,.592,1.0,1.5,.680,1.1,2.5,3.5,0.9,0.4,0.3,0.5,1.4,5.9,,2024
394,301,Tosan Evbuomwan,22,MEM,SF,4,0,18.5,1.0,3.8,.267,0.5,2.0,.250,0.5,1.8,.286,.333,0.0,0.0,,2.0,1.5,3.5,1.5,0.0,0.3,0.3,1.3,2.5,,2024
395,301,Tosan Evbuomwan,22,DET,SF,13,8,22.5,2.5,4.3,.571,0.8,1.8,.417,1.7,2.5,.688,.661,1.3,1.9,.680,0.8,2.8,3.5,0.8,0.5,0.3,0.6,1.4,7.0,,2024
396,302,Justin Champagnie,22,WAS,SF,15,1,15.7,2.1,5.2,.410,0.9,3.0,.289,1.3,2.2,.576,.494,0.8,1.0,.800,1.3,2.3,3.5,1.3,0.7,0.6,0.7,0.9,5.9,,2024
397,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2024
398,303,Nick Smith Jr.,19,CHO,SG,51,0,14.3,2.2,5.7,.391,1.2,2.9,.432,1.0,2.8,.350,.500,0.3,0.3,.867,0.4,1.1,1.4,1.2,0.2,0.1,0.8,1.1,5.9,,2024
399,304,Ochai Agbaji,23,2TM,SG,78,28,21.0,2.3,5.6,.411,0.8,2.7,.294,1.5,2.8,.523,.483,0.5,0.7,.661,0.9,1.8,2.8,1.1,0.6,0.6,0.8,1.5,5.8,,2024
400,304,Ochai Agbaji,23,UTA,SG,51,10,19.7,2.1,4.9,.426,0.9,2.8,.331,1.2,2.1,.551,.520,0.3,0.4,.750,0.7,1.8,2.5,0.9,0.5,0.6,0.7,1.3,5.4,,2024
401,304,Ochai Agbaji,23,TOR,SG,27,18,23.6,2.7,6.8,.391,0.6,2.6,.217,2.1,4.3,.496,.432,0.8,1.3,.611,1.4,1.9,3.3,1.3,0.7,0.6,1.1,1.9,6.7,,2024
402,305,Noah Clowney,19,BRK,PF,23,4,16.1,2.2,4.0,.538,0.5,1.4,.364,1.7,2.6,.633,.602,0.9,1.3,.700,1.1,2.4,3.5,0.8,0.3,0.7,0.7,1.1,5.8,,2024
403,306,Dyson Daniels,20,NOP,PG,61,16,22.3,2.3,5.1,.447,0.7,2.2,.311,1.6,2.9,.551,.514,0.6,0.9,.642,1.0,2.9,3.9,2.7,1.4,0.4,1.0,1.7,5.8,,2024
404,307,Danilo Gallinari,35,3TM,SF,49,0,12.9,1.7,3.9,.437,0.6,1.9,.323,1.1,2.0,.546,.516,1.7,2.0,.857,0.4,1.8,2.2,1.1,0.3,0.1,0.5,1.0,5.7,,2024
405,307,Danilo Gallinari,35,WAS,PF,26,0,14.8,2.2,5.0,.435,0.8,2.5,.313,1.4,2.6,.552,.511,1.8,2.2,.839,0.5,2.5,2.9,1.2,0.2,0.1,0.5,1.0,7.0,,2024
